timestamps,total_energy,pump_energy,hvac_energy,Tin,Tout,RH,hvac_mode,thr_off_low,thr_low_high,hour,dow,month,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,SW_down,SW1h,SW3h,wind10m,windgusts10m,cloudcover,rh2m,dewpoint2m,AH_out,precip1h,Tout_hourly,Tin_target,RH_lag1,RH_lag2,RH_lag3,RH_lag4,RH_target,T_diff,Tin_diff,Tout_diff,Tout_lag1,Tout_fut1,Tin_ma3,Tout_ma3,AH,AH_lag1,AH_lag2,AH_lag3,AH_target,is_trans_off,off_runtime_1h,is_trans,on_runtime_1h,PMV,PPD,Overall_Comfort
2022-10-01 02:30:00,89.648636227774,0.0,0.0,21.1666667,9.402,61.5,0,2.765110804981162,31.288382862258345,2,5,10,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.2,4.85,100.0,86.5,6.1,7.2646604,0.0,8.25,21.165476222857144,61.98,61.31333333333334,60.03,60.09333333333333,61.0,-11.7646667,0.0,-0.1946666666666665,9.596666666666666,9.175,21.1666667,9.53511111111111,11.371766,11.460521,11.33725,11.099954,11.278534,0,4.0,0,0.0,-0.23,6.1,93.9
2022-10-01 02:45:00,81.280081950002,0.0,0.0,21.165476222857144,9.175,61.0,0,2.765110804981162,31.288382862258345,2,5,10,0.4999999999999999,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.0,4.575,100.0,86.25,6.15,7.27869,0.0,8.325,21.10416667333333,61.5,61.98,61.31333333333334,60.03,60.55416666666667,-11.990476222857144,-0.0011904771428561,-0.2270000000000003,9.402,9.14,21.166269874285717,9.39122222222222,11.278534,11.371766,11.460521,11.33725,11.156331,0,4.0,0,0.0,-0.23,6.1,93.9
2022-10-01 03:00:00,81.749229866668,0.0,0.0,21.10416667333333,9.14,60.55416666666667,0,2.765110804981162,31.288382862258345,3,5,10,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,4.3,100.0,86.0,6.2,7.292664,0.0,8.4,21.05666671,61.0,61.5,61.98,61.31333333333334,60.25,-11.964166673333336,-0.0613095495238091,-0.0349999999999983,9.175,9.282666666666666,21.145436532063496,9.239,11.156331,11.278534,11.371766,11.460521,11.06972,0,4.0,0,0.0,-0.25,6.3,93.7
2022-10-01 03:15:00,106.85655898333,0.0,0.0,21.05666671,9.282666666666666,60.25,0,2.765110804981162,31.288382862258345,3,5,10,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,3.95,100.0,84.0,6.075,7.2382965,0.0,8.65,21.04518522133333,60.55416666666667,61.0,61.5,61.98,60.0,-11.774000043333336,-0.0474999633333332,0.1426666666666651,9.14,9.303333333333333,21.10876986873016,9.199222222222222,11.06972,11.156331,11.278534,11.371766,11.016435,0,4.0,0,0.0,-0.27,6.5,93.5
2022-10-01 03:30:00,193.437817744444,0.0,0.0,21.04518522133333,9.303333333333333,60.0,0,2.765110804981162,31.288382862258345,3,5,10,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,3.6,100.0,82.0,5.95,7.180027,0.0,8.9,21.001111112,60.25,60.55416666666667,61.0,61.5,59.75,-11.741851888,-0.0114814886666678,0.020666666666667,9.282666666666666,9.382666666666667,21.068672868222222,9.242,11.016435,11.06972,11.156331,11.278534,10.942486,0,4.0,0,0.0,-0.27,6.5,93.5
2022-10-01 03:45:00,101.80870532222,0.0,0.0,21.001111112,9.382666666666667,59.75,0,2.765110804981162,31.288382862258345,3,5,10,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,3.25,100.0,80.0,5.825,7.117758,0.0,9.15,21.0,60.0,60.25,60.55416666666667,61.0,59.5,-11.618444445333331,-0.0440741093333336,0.0793333333333343,9.303333333333333,9.476,21.034321014444444,9.322888888888889,10.942486,11.016435,11.06972,11.156331,10.895998,0,4.0,0,0.0,-0.28,6.7,93.3
2022-10-01 04:00:00,94.530940761114,0.0,0.0,21.0,9.476,59.5,0,2.765110804981162,31.288382862258345,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,1.8,2.9,100.0,78.0,5.7,7.0513883,0.0,9.4,20.998888888,59.75,60.0,60.25,60.55416666666667,59.5,-11.524,-0.0011111120000002,0.0933333333333319,9.382666666666667,9.503333333333334,21.01543211111111,9.387333333333332,10.895998,10.942486,11.016435,11.06972,10.895292,0,4.0,0,0.0,-0.28,6.7,93.3
2022-10-01 04:15:00,91.002470938886,0.0,0.0,20.998888888,9.503333333333334,59.5,0,2.765110804981162,31.288382862258345,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.05,3.525,100.0,79.5,5.85,7.11857,0.0,9.25,20.954814778666663,59.5,59.75,60.0,60.25,59.5,-11.495555554666666,-0.0011111120000002,0.0273333333333347,9.476,9.216,21.0,9.454,10.895292,10.895998,10.942486,11.016435,10.867425,0,4.0,0,0.0,-0.28,6.7,93.3
2022-10-01 04:30:00,104.671646416662,0.0,0.0,20.954814778666663,9.216,59.5,0,2.765110804981162,31.288382862258345,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.3,4.15,100.0,81.0,6.0,7.183749,0.0,9.1,20.9444444,59.5,59.5,59.75,60.0,59.5,-11.738814778666663,-0.0440741093333336,-0.2873333333333328,9.503333333333334,8.948,20.98456788888889,9.398444444444443,10.867425,10.895292,10.895998,10.942486,10.860875,0,4.0,0,0.0,-0.29,6.8,93.2
2022-10-01 04:45:00,113.927665027774,0.0,0.0,20.9444444,8.948,59.5,0,2.765110804981162,31.288382862258345,4,5,10,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.55,4.775,100.0,82.5,6.15,7.246954,0.0,8.950000000000001,20.9444444,59.5,59.5,59.5,59.75,59.406666666666666,-11.996444399999998,-0.0103703786666677,-0.2680000000000007,9.216,8.991999999999999,20.966049355555555,9.222444444444443,10.860875,10.867425,10.895292,10.895998,10.843838,0,4.0,0,0.0,-0.3,6.8,93.2
2022-10-01 05:00:00,869.7607637611101,0.0,0.0,20.9444444,8.991999999999999,59.406666666666666,0,2.765110804981162,31.288382862258345,5,5,10,0.9659258262890684,0.2588190451025207,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001,0.0,0.0,0.0,2.8,5.4,100.0,84.0,6.3,7.308213,0.0,8.8,20.94333329,59.5,59.5,59.5,59.5,59.01,-11.9524444,0.0,0.0439999999999987,8.948,9.07,20.94790119288889,9.052,10.843838,10.860875,10.867425,10.895292,10.770738,0,4.0,0,0.0,-0.3,6.8,93.2
