timestamp,total_energy,heat_pump,Tout,hour,hour_sin,hour_cos,max_Tout,min_Tout,avg_Tout,Tout_hourly_mean,Tout_std,total_energy_smoothed,energy_rolling_mean,energy_daily,energy_rolling_std,is_weekend,season,month,spike,total_energy_max
2018-07-09 15:00:00,257.10699895223013,78.65166651407881,21.700000762939,15,-0.7071067811865471,-0.7071067811865479,27.92500019073475,11.39999961853,18.297916750113078,21.587500333785627,0.09682495301025243,362.42950053744846,250.4317215389679,429.08541668167817,25.833500998445427,0,2,7,13.350554826524444,992.0811102973092
2018-07-09 15:15:00,218.4932223002108,76.49466679890952,21.4750003814695,15,-0.7071067811865471,-0.7071067811865479,27.3500003814695,11.39999961853,18.2307292520999,21.587500452994938,0.09682476833209636,362.42950053744846,237.13744460211896,427.6592187678373,16.66906625304555,0,2,7,-38.61377665201934,992.0811102973092
2018-07-09 15:30:00,323.0694447835285,74.53333316379121,21.25,15,-0.7071067811865471,-0.7071067811865479,26.77500057220425,11.39999961853,18.16718758145959,21.512500405311314,0.19843165471579244,360.6031679365366,250.4317215389679,428.3384988687656,44.61434193967448,0,2,7,104.57622248331774,992.0811102973092
2018-07-09 15:45:00,363.3168891906743,74.34399982028536,21.0249996185305,15,-0.7071067811865471,-0.7071067811865479,26.200000762939,11.39999961853,18.107291738192156,21.36250019073475,0.2904742434401944,360.6031679365366,290.0882218678793,428.8354189969875,64.96957388742662,0,2,7,40.24744440714579,992.0811102973092
2018-07-09 16:00:00,308.63944413926833,74.67299991183806,20.799999237061,16,-0.8660254037844385,-0.5000000000000004,26.02500057220425,11.39999961853,18.051041722297594,21.13749980926525,0.29047424344027467,360.6031679365366,315.85444446139843,428.3845497696488,61.137908868205905,0,2,7,-54.67744505140598,992.0811102973092
2018-07-09 16:15:00,223.06199934217688,75.62088860405822,20.59999942779575,16,-0.8660254037844385,-0.5000000000000004,25.8500003814695,11.39999961853,17.994531293710004,20.918749570846813,0.28090283902440094,360.6031679365366,315.85444446139843,427.2806724433545,59.02974322683023,0,2,7,-85.57744479709146,992.0811102973092
2018-07-09 16:30:00,242.59688898722328,75.73466652764212,20.3999996185305,16,-0.8660254037844385,-0.5000000000000004,25.67500019073475,11.39999961853,17.93776045242939,20.70624947547944,0.26799795957274997,360.6031679365366,275.61816656324584,427.2758518439752,64.09700047264053,0,2,7,19.534889645046405,992.0811102973092
2018-07-09 16:45:00,220.22155566745343,76.00133302476675,20.19999980926525,16,-0.8660254037844385,-0.5000000000000004,25.5,11.39999961853,17.88072919845575,20.499999523163126,0.25819864350959165,362.42950053744846,232.82944416470008,426.73650693540225,41.22416031633504,0,2,7,-22.37533331976985,992.0811102973092
2018-07-09 17:00:00,232.99100002712652,76.19100019666881,20.0,17,-0.9659258262890683,-0.25881904510252063,25.32499980926525,11.39999961853,17.823437531789086,20.299999713897876,0.2581986435096719,362.42950053744846,228.0264996846517,426.5305277559492,10.182715916308648,0,2,7,12.769444359673088,992.0811102973092
2018-07-09 17:15:00,346.1137772454157,76.69399998982746,19.80000019073475,17,-0.9659258262890683,-0.25881904510252063,25.1499996185305,11.39999961853,17.76588545242939,20.099999904632625,0.2581986435097522,360.6031679365366,237.7939445071749,427.0907326080181,57.81965329579182,0,2,7,113.12277721828917,992.0811102973092
